corpusId,year,title,journal,doi,pmid,source
BK0348,2004,Chemistry-based functional proteomics: mechanism-based activity-profiling tools for ubiquitin and ubiquitin-like specific proteases.,Journal of proteome research,10.1021/pr0341080,15113103,MED
BK0349,2004,Control of cross-presentation during dendritic cell maturation.,European journal of immunology,10.1002/eji.200324508,14768044,MED
BK0350,2004,Development of an isotope-coded activity-based probe for the quantitative profiling of cysteine proteases.,Bioorganic & medicinal chemistry letters,10.1016/j.bmcl.2004.04.046,15149659,MED
BK0351,2004,"Effects of proteasome inhibitors MG132, ZL3VS and AdaAhx3L3VS on protein metabolism in septic rats.",International journal of experimental pathology,10.1111/j.0959-9673.2004.00405.x,15566433,MED
BK0352,2004,Identification of proteins associated with murine cytomegalovirus virions.,Journal of virology,10.1128/jvi.78.20.11187-11197.2004,15452238,MED
BK0353,2004,Recognition of phosphodegron motifs in human cyclin E by the SCF(Fbw7) ubiquitin ligase.,The Journal of biological chemistry,10.1074/jbc.m409226200,15364936,MED
BK0354,2004,Specific and covalent targeting of conjugating and deconjugating enzymes of ubiquitin-like proteins.,Molecular and cellular biology,10.1128/mcb.24.1.84-95.2004,14673145,MED
BK0355,2003,"A single protease, Apg4B, is specific for the autophagy-related ubiquitin-like proteins GATE-16, MAP1-LC3, GABARAP, and Apg8L.",The Journal of biological chemistry,10.1074/jbc.m308762200,14530254,MED
BK0356,2003,Functional proteomics of the active cysteine protease content in Drosophila S2 cells.,Molecular & cellular proteomics : MCP,10.1074/mcp.m300067-mcp200,13130081,MED
BK0357,2003,Pathways accessory to proteasomal proteolysis are less efficient in major histocompatibility complex class I antigen production.,The Journal of biological chemistry,10.1074/jbc.m211221200,12488316,MED
BK0358,2003,"Structure and reactivity of an asymmetric complex between HslV and I-domain deleted HslU, a prokaryotic homolog of the eukaryotic proteasome.",Journal of molecular biology,10.1016/s0022-2836(03)00580-1,12823960,MED
BK0359,2002,Chemistry-based functional proteomics reveals novel members of the deubiquitinating enzyme family.,Chemistry & biology,10.1016/s1074-5521(02)00248-x,12401499,MED
BK0360,2002,Crystal structure of HslUV complexed with a vinyl sulfone inhibitor: corroboration of a proposed mechanism of allosteric activation of HslV by HslU.,Journal of molecular biology,10.1016/s0022-2836(02)00145-6,12054822,MED
BK0361,2002,MHC class I antigen processing regulated by cytosolic proteolysis-short cuts that alter peptide generation.,Molecular immunology,10.1016/s0161-5890(02)00100-1,12200049,MED
BK0362,2002,Neuronal loss and brain atrophy in mice lacking cathepsins B and L.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.112632299,12048238,MED
BK0363,2001,A novel active site-directed probe specific for deubiquitylating enzymes reveals proteasome association of USP14.,The EMBO journal,10.1093/emboj/20.18.5187,11566882,MED
BK0364,2001,Extended peptide-based inhibitors efficiently target the proteasome and reveal overlapping specificities of the catalytic beta-subunits.,Chemistry & biology,10.1016/s1074-5521(01)00069-2,11564559,MED
BK0365,2000,Integration of the ubiquitin-proteasome pathway with a cytosolic oligopeptidase activity.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.180328897,10954757,MED
BK0366,1999,T cell recognition of hapten. Anatomy of T cell receptor binding of a H-2kd-associated photoreactive peptide derivative.,The Journal of biological chemistry,10.1074/jbc.274.6.3622,9920911,MED
BK0367,1998,"Peptide modification or blocking of CD8, resulting in weak TCR signaling, can activate CTL for Fas- but not perforin-dependent cytotoxicity or cytokine production.","Journal of immunology (Baltimore, Md. : 1950)",10.4049/jimmunol.161.12.6939,9862728,MED
BK0368,1998,The efficiency of antigen recognition by CD8+ CTL clones is determined by the frequency of serial TCR engagement.,"Journal of immunology (Baltimore, Md. : 1950)",10.4049/jimmunol.161.2.553,9670927,MED
BK0369,1997,Effects of epitope modification on T cell receptor-ligand binding and antigen recognition by seven H-2Kd-restricted cytotoxic T lymphocyte clones specific for a photoreactive peptide derivative.,The Journal of experimental medicine,10.1084/jem.185.4.629,9034142,MED
BK0370,1997,Role of CD8 in aberrant function of cytotoxic T lymphocytes.,The Journal of experimental medicine,10.1084/jem.186.12.2033,9396772,MED
BK0371,1996,Immunodominance of cytotoxic T lymphocyte epitopes co-injected in vivo and modulation by interleukin-12.,European journal of immunology,10.1002/eji.1830261124,8921959,MED
BK0372,1994,A novel GTP-binding protein which is selectively repressed in SV40 transformed fibroblasts.,The Journal of biological chemistry,10.1016/s0021-9258(18)47271-7,7929244,MED
BK0373,1993,Complete primary structure of chicken collagen XIV.,European journal of biochemistry,10.1111/j.1432-1033.1993.tb17685.x,8444186,MED
